"IDPIF","SUPQUEMADA","MUERTOS","HERIDOS","COMUNIDAD","PROVINCIA","COMARCA","MUNICIPIO","LATITUD","LONGITUD","FECHA","TIME_CTRL","TIME_EXT","IDGRUPOCAUSA","DESC_CAUSA","PERSONAL","PESADOS","AEREOS","GASTOS_EXT","PERDIDAS"
"2006240076","200.0000","0","0","CASTILLA Y LEON","LEON","TRUCHAS","ENCINEDO","42.26500300","-6.64048900","2006-02-12","2590","2650","4","Provocados por cazadores para facilitar la caza","10","0","0","0","0"
"2006151800","200.0000","0","0","GALICIA","A CORUÑA","SANTIAGO-MESETA INTERIOR","BOQUEIXÓN-CASANOVA","42.87692600","-8.41984300","2006-08-08","210","435","4","Otras motivaciones","32","2","0","0","384035"
"2006151685","200.0000","0","0","GALICIA","A CORUÑA","SANTIAGO-MESETA INTERIOR","TORDOIA","43.08560200","-8.55252900","2006-08-09","800","805","4","Provocados por pastores y ganaderos para regenerar el pasto","21","10","0","0","214261"
"2006151546","200.0000","0","0","GALICIA","A CORUÑA","BARBANZA","LOUSAME","42.76786800","-8.83399400","2006-08-06","1300","1325","4","Otras motivaciones","47","5","1","0","357824"
"2005322723","200.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","LAZA","42.27754100","-7.39448800","2005-08-07","660","960","4","Provocados por cazadores para facilitar la caza","86","8","11","0","0"
"2004490407","200.0000","0","0","CASTILLA Y LEON","ZAMORA","BERMILLO DE SAYAGO","MUGA DE SAYAGO","41.36641000","-6.24873300","2004-07-28","285","300","4","Sin datos","123","3","4","0","273751"
"2004390010","200.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2004-02-04","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","0","0","0","0","11800"
"2003200059","200.0000","0","0","EUSKADI","GUIPUZCOA","GOIERRI","ORDIZIA","43.06077700","-2.18027100","2003-08-08","7410","7420","4","Sin datos","34","2","1","0","0"
"2003100693","200.0000","0","0","EXTREMADURA","CACERES","IBORES-VILLUERCAS","LOGROSÁN","39.33984100","-5.51214100","2003-08-15","470","630","4","Sin datos","142","2","0","0","37924"
"2002330561","200.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","TINEO","43.33933400","-6.48244900","2002-02-02","449","780","5","CAUSA DESCONOCIDA","15","2","0","0","240356"
"2002330489","200.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2002-02-01","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","5","0","0","0","0"
"2001500098","200.0000","0","0","ARAGON","ZARAGOZA","ZARAGOZA","ZARAGOZA","41.72155200","-0.89612500","2001-07-25","0","0","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","30","0","0","0","2524"
"2001490409","200.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PORTO","42.15981700","-6.84483500","2001-12-16","3960","4110","4","Provocados por cazadores para facilitar la caza","29","0","1","0","0"
"2001490405","200.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PORTO","42.15981700","-6.84483500","2001-12-16","3960","4110","4","Provocados por cazadores para facilitar la caza","14","0","0","0","0"
"2001110108","200.0000","0","0","ANDALUCIA","CADIZ","CAMPO DE GIBRALTAR","LOS BARRIOS","36.24176600","-5.55840200","2001-10-09","1218","1608","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","272","13","7","0","0"
"2009230123","199.5000","0","0","ANDALUCIA","JAEN","SIERRA DE SEGURA","SEGURA DE LA SIERRA","38.27462700","-2.75296400","2009-09-10","1615","5895","3","MANIOBRAS MILITARES","377","17","25","0","0"
"2004322523","199.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","BAÑOS DE MOLGAS","42.19605800","-7.69417100","2004-07-31","440","560","4","Sin datos","38","5","6","0","0"
"2006060021","198.5000","0","0","EXTREMADURA","BADAJOZ","BADAJOZ-CENTRO","LA NAVA DE SANTIAGO","39.04261300","-6.49149500","2006-06-25","210","505","6","INCENDIO REPRODUCIDO","62","11","4","0","0"
"2002390022","198.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 10","ARREDONDO","43.26925500","-3.63252000","2002-01-28","1410","1470","4","Provocados por pastores y ganaderos para regenerar el pasto","13","0","0","0","33521"
"2006361047","197.1000","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","CALDAS DE REIS","42.59854200","-8.68564200","2006-07-17","940","1895","4","Provocados por pirómanos","70","9","10","0","1281255"
"2005490165","197.0000","0","0","CASTILLA Y LEON","ZAMORA","PUEBLA DE SANABRIA","LUBIAN","42.05238800","-6.95404600","2005-02-12","1260","1560","4","Provocados por pastores y ganaderos para regenerar el pasto","38","2","2","1913","0"
"2006361554","196.3100","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","PONTEVEDRA","42.37337700","-8.59149400","2006-08-06","230","350","4","Provocados por pirómanos","16","0","3","33227","253544"
"2006321056","196.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","COLES","42.41441700","-7.81954800","2006-08-08","3295","8560","4","Sin datos","112","7","8","0","405413"
"2006151927","196.0000","0","0","GALICIA","A CORUÑA","BARBANZA","LOUSAME","42.74186200","-8.89508700","2006-08-10","2020","2295","4","Otras motivaciones","51","6","5","0","2006057"
"2006151210","196.0000","0","0","GALICIA","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","A LARACHA","43.20498600","-8.51219200","2006-07-23","1500","1610","4","Otras motivaciones","106","16","5","0","833831"
"2003100605","196.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","ABADÍA","40.28384200","-6.00664500","2003-09-10","725","2045","4","Sin datos","106","13","2","0","0"
"2003060253","196.0000","0","0","EXTREMADURA","BADAJOZ","TENTUDIA","PUEBLA DEL MAESTRE","38.10231500","-6.11978600","2003-08-04","465","570","4","Provocados por pirómanos","56","5","1","0","569632"
"2002330681","196.0000","0","0","ASTURIAS","ASTURIAS","EO-NAVIA","GRANDAS DE SALIME","43.19769500","-6.90079700","2002-02-02","495","500","4","Provocados para ahuyentar animales (lobos, jabalíes)","7","1","0","208","71718"
"2005080355","195.2500","0","2","CATALUÑA","BARCELONA","VALLS OCCIDENTAL","CASTELLBISBAL","41.47850700","1.97308600","2005-07-05","420","1200","4","Sin datos","557","99","22","0","0"
"2009100372","195.0000","0","0","EXTREMADURA","CACERES","MONFRAGUE","MALPARTIDA DE PLASENCIA","40.00590500","-6.01693200","2009-07-26","1291","3076","4","Sin datos","148","5","6","0","0"
"2005323604","195.0000","0","0","GALICIA","OURENSE","A LIMIA","BALTAR","42.48274200","-8.02852100","2005-09-03","620","1865","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","83","4","7","0","0"
"2003320124","195.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","VILAMARTÍN DE VALDEORRAS","42.46764600","-7.08510800","2003-03-16","1200","1420","5","CAUSA DESCONOCIDA","49","6","2","0","4044"
"2003100488","194.5000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","ROBLEDILLO DE LA VERA","40.07758600","-5.56432800","2003-08-14","1750","3595","4","Sin datos","60","7","1","0","22582"
"2006170164","194.0300","0","0","CATALUÑA","GIRONA","ALT EMPORDA","TERRADES","42.30368200","2.83949800","2006-08-04","5503","6052","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","512","105","15","0","0"
"2006460128","194.0000","0","1","C. VALENCIANA","VALENCIA","EL CAMP DE TURIA","VILAMARXANT","39.59445700","-0.67314600","2006-07-20","1645","6089","4","Otras motivaciones","436","26","33","0","395066"
"2005390145","194.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 8","VEGA DE PAS","43.15120700","-3.76463200","2005-03-16","10620","10680","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","23","2","0","496","27721"
"2002390086","194.0000","0","1","CANTABRIA","CANTABRIA","COMARCA 4","LOS TOJOS","43.14314400","-4.21725100","2002-01-26","990","1890","4","Provocados por pastores y ganaderos para regenerar el pasto","20","1","0","553","47155"
"2004210112","193.1400","0","0","ANDALUCIA","HUELVA","CUENCA MINERA","EL CAMPILLO","37.72561300","-6.68881500","2004-07-22","853","1573","4","Provocados por cazadores para facilitar la caza","227","20","16","0","126076"
"2006321436","193.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","O BARCO DE VALDEORRAS","42.38543000","-6.97890000","2006-09-05","1324","2704","4","Sin datos","39","8","12","0","40626"
"2002200037","193.0000","0","0","EUSKADI","GUIPUZCOA","DONOSTIALDEA","DONOSTIA-SAN SEBASTIÁN","43.29605800","-1.98760000","2002-02-01","600","660","2","HOGUERAS","59","6","1","0","100728"
"2005070009","192.0000","0","0","ILLES BALEARS","ILLES BALEARS","MALLORCA","MURO","39.77884600","3.08270000","2005-02-13","598","643","4","Sin datos","45","6","1","7782","0"
"2001010031","191.6500","0","0","EUSKADI","ALAVA","RIBERAS","VALDEGOVIA","42.83056300","-3.03670500","2001-08-01","1275","1590","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","128","17","2","88612","407589"
"2008050013","190.7500","0","0","CASTILLA Y LEON","AVILA","EL BARCO DE AVILA","NAVALPERAL DE TORMES","40.32647200","-5.27625100","2008-02-08","470","1050","4","Sin datos","89","2","3","0","0"
"2010390122","190.1100","0","0","CANTABRIA","CANTABRIA","COMARCA 9","SELAYA","43.20415300","-3.76483800","2010-03-01","3030","3300","4","Provocados por pastores y ganaderos para regenerar el pasto","28","0","1","1156","38203"
"2006490263","190.0000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","FONFRIA","41.64846100","-6.21124200","2006-09-09","1323","2883","1","RAYO","214","6","7","27363","0"
"2006030006","190.0000","0","0","C. VALENCIANA","ALICANTE","LA MARINA BAIXA","FINESTRAT","38.57601500","-0.20237600","2006-03-07","2007","2659","4","Sin datos","68","3","9","0","444213"
"2005240671","190.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","TRABADELO","42.64971900","-6.87198400","2005-08-06","1893","3408","4","Sin datos","123","6","10","0","0"
"2005240626","190.0000","0","0","CASTILLA Y LEON","LEON","CANALES-LA MAGDALENA","RIELLO","42.80839000","-6.01947800","2005-07-21","675","1275","4","Provocados por pastores y ganaderos para regenerar el pasto","32","6","6","0","0"
"2005130016","190.0000","0","0","CASTILLA-MANCHA","CIUDAD REAL","MANCHA","VILLARUBIA DE LOS OJOS","39.21731700","-3.64317400","2005-02-22","300","540","2","QUEMA AGRÍCOLA (QUEMA DE RESTOS DE PODA)","29","3","0","547","35956"
"2003322101","190.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","XUNQUEIRA DE AMBÍA","42.15317900","-7.70760400","2003-09-15","1085","2164","4","Sin datos","78","0","12","0","0"
"2003321235","190.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","CARBALLEDA DE VALDEORRAS","42.42282900","-6.91109100","2003-08-10","303","1743","4","Sin datos","66","6","8","0","0"
"2002060087","190.0000","0","0","EXTREMADURA","BADAJOZ","LA SERENA","VALLE DE LA SERENA","38.71796400","-5.81021400","2002-07-03","340","1330","4","Provocados por venganzas","38","7","3","0","0"
"2001370109","190.0000","0","0","CASTILLA Y LEON","SALAMANCA","VITIGUDINO","VILLAR DE PERALONSO","41.03699800","-6.21011200","2001-08-14","450","790","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","192","14","4","0","84006"
"2001130050","190.0000","0","0","CASTILLA-MANCHA","CIUDAD REAL","MANCHA","DAIMIEL","39.06899400","-3.61007100","2001-07-10","499","529","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","38","5","1","0","0"
"2004331739","189.7900","0","0","ASTURIAS","ASTURIAS","NARCEA","CANGAS DEL NARCEA","43.10511800","-6.55073300","2004-10-03","1675","2684","4","Sin datos","33","4","6","0","73615"
"2002390116","189.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 3","TUDANCA","43.15603000","-4.36031800","2002-01-29","420","1080","4","Sin datos","16","0","0","135","55027"
"2002310042","189.0000","0","0","NAVARRA","NAVARRA","ZONA 1","ITUREN","43.13812800","-1.71919200","2002-02-02","0","0","4","Sin datos","14","2","0","0","0"
"2001040046","188.6000","0","0","ANDALUCIA","ALMERIA","SIERRA NEVADA  (AL)","CANJÁYAR","37.05227400","-2.71620200","2001-06-17","360","450","2","OTRAS NEGLIGENCIAS (SIN ESPECIFICAR)","114","8","8","0","0"
"2007100199","188.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","CABEZABELLOSA","40.11232800","-6.01303500","2007-08-05","1350","2700","1","RAYO","84","10","3","0","0"
"2005240330","188.0000","0","0","CASTILLA Y LEON","LEON","BENAVIDES DE ORBIGO","VALDESAMARIO","42.70824400","-5.90350700","2005-02-18","714","790","4","Sin datos","17","3","1","0","0"
"2003100231","188.0000","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","MORALEJA","39.98632800","-6.70469300","2003-08-01","380","501","5","CAUSA DESCONOCIDA","27","1","1","0","0"
"2003060531","187.3400","0","0","EXTREMADURA","BADAJOZ","SIERRA DE SAN PEDRO","OTRA PROVINCIA","39.25377800","-7.24977400","2003-08-02","4320","14350","1","RAYO","45","2","3","0","103834"
"2010180110","186.7900","0","0","ANDALUCIA","GRANADA","SIERRAS LITORALES","LOS GUAJARES","36.87311300","-3.53887800","2010-10-30","1064","2654","4","Sin datos","366","11","13","0","368247"
"2003130073","186.4000","0","0","CASTILLA-MANCHA","CIUDAD REAL","MONTES NORTE","FONTANAREJO","39.20893900","-4.51046100","2003-07-09","396","1956","4","Sin datos","83","13","10","0","0"
"2006240463","186.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","OENCIA","42.54609800","-6.99208300","2006-09-08","3824","4252","4","Sin datos","28","1","6","0","0"
"2006151077","186.0000","0","0","GALICIA","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","LAXE","43.16476200","-9.02973300","2006-07-18","1750","2490","4","Otras motivaciones","73","15","2","0","642448"
"2009320480","185.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","PADRENDA","42.13155800","-8.16316500","2009-03-20","519","725","4","Otras motivaciones","63","6","10","0","918518"
"2005230248","185.0000","0","0","ANDALUCIA","JAEN","SIERRA DE SEGURA","ORCERA","38.31405200","-2.72267700","2005-08-07","180","210","1","RAYO","103","5","2","0","0"
"2005210073","185.0000","0","0","ANDALUCIA","HUELVA","EL CONDADO","ALMONTE","37.18300400","-6.67368800","2005-04-01","557","742","5","CAUSA DESCONOCIDA","104","6","4","0","0"
"2006151037","184.7700","0","0","GALICIA","A CORUÑA","BERGANTIÑOS-MARIÑAS COR","PONTECESO","43.25741900","-8.92664500","2006-07-17","858","2980","1","RAYO","40","5","0","0","434755"
"2001240437","184.5000","0","0","CASTILLA Y LEON","LEON","TRUCHAS","TRUCHAS","42.26897900","-6.41487700","2001-09-07","4610","8900","4","Provocados por pastores y ganaderos para regenerar el pasto","92","2","7","5079","0"
"2005151768","184.3000","0","0","GALICIA","A CORUÑA","BARBANZA","RIBEIRA","42.58425500","-8.97619900","2005-08-14","1380","2360","4","Sin datos","102","11","7","0","0"
"2003270354","184.3000","0","0","GALICIA","LUGO","LUGO-SARRIA","CASTROVERDE","43.04557000","-7.38233400","2003-06-21","865","1825","4","Sin datos","33","4","1","3755","1230904"
"2008331045","184.2100","0","0","ASTURIAS","ASTURIAS","ORIENTE","PONGA","43.23459600","-5.25606500","2008-02-24","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","0","0","0","0","118014"
"2010321056","184.1400","0","0","GALICIA","OURENSE","VERIN-VIANA","CASTRELO DO VAL","42.04737200","-7.27280900","2010-08-31","2140","4250","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","187","15","11","0","2135"
"2003100324","184.0400","0","0","EXTREMADURA","CACERES","CACERES-CENTRO","PUERTO DE SANTA CRUZ","39.28885000","-5.84366800","2003-07-30","90","120","3","LÍNEAS ELÉCTRICAS","171","4","1","0","0"
"2004160164","184.0000","0","0","CASTILLA-MANCHA","CUENCA","SERRANIA MEDIA","LA PESQUERA","39.58485100","-1.56851900","2004-08-24","1310","3320","1","RAYO","218","9","20","109599","164862"
"2002362573","184.0000","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","A LAMA","42.39811500","-8.35728700","2002-08-30","3165","3175","4","Provocados por pastores y ganaderos para regenerar el pasto","16","8","0","58731","0"
"2008390154","183.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 10","SOBA","43.19793000","-3.54678200","2008-02-15","0","0","4","Provocados por pastores y ganaderos para regenerar el pasto","0","0","0","0","28193"
"2004330197","183.0000","0","0","ASTURIAS","ASTURIAS","EO-NAVIA","VILLAYÓN","43.41364700","-6.70459700","2004-02-04","0","0","5","CAUSA DESCONOCIDA","15","1","2","0","23165"
"2004322369","183.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","O BARCO DE VALDEORRAS","42.39480900","-7.00745400","2004-07-27","1910","3050","4","Sin datos","35","5","8","0","70193"
"2002040042","183.0000","0","0","ANDALUCIA","ALMERIA","ALMERÍA","BENAHADUX","36.90459400","-2.51194000","2002-06-26","565","645","1","RAYO","45","0","2","3500","2195"
"2007321021","182.0000","0","0","GALICIA","OURENSE","A LIMIA","MUIÑOS","41.89115900","-7.94004400","2007-11-10","540","615","4","Sin datos","6","4","4","0","11496"
"2003060515","182.0000","0","0","EXTREMADURA","BADAJOZ","LA SERENA","CAMPANARIO","38.88209300","-5.59767900","2003-07-06","0","0","4","Provocados por venganzas","40","2","1","0","0"
"2002321577","182.0000","0","0","GALICIA","OURENSE","MIÑO-ARNOIA","XUNQUEIRA DE ESPADANEDO","42.34630300","-7.64124100","2002-04-25","375","630","4","Provocados por cazadores para facilitar la caza","32","3","5","0","176013"
"2006210028","181.8000","0","0","ANDALUCIA","HUELVA","EL CONDADO","BEAS","37.48144000","-6.82937000","2006-05-27","473","2448","6","INCENDIO REPRODUCIDO","114","17","7","0","0"
"2009240695","181.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","VILLAFRANCA DEL BIERZO","42.63584400","-6.79758900","2009-09-10","2311","2798","4","Sin datos","202","9","11","0","0"
"2003160047","181.0000","0","0","CASTILLA-MANCHA","CUENCA","SERRANIA MEDIA","VALDETÓRTOLA","39.92605200","-2.16938400","2003-07-01","935","3275","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","177","11","6","0","89084"
"2002360337","181.0000","0","0","GALICIA","PONTEVEDRA","O CONDADO-A PARANDATA","CRECENTE","42.17880300","-8.18782500","2002-03-27","725","880","5","CAUSA DESCONOCIDA","54","0","4","110952","210028"
"2010331597","180.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","ALLANDE","43.25425100","-6.66227300","2010-09-05","1925","2645","4","Provocados por pastores y ganaderos para regenerar el pasto","41","0","4","0","161749"
"2007320588","180.0000","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","CARBALLEDA DE VALDEORRAS","42.31932100","-6.79015000","2007-09-28","736","765","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","22","7","0","0","0"
"2005490022","180.0000","0","0","CASTILLA Y LEON","ZAMORA","EL PUENTE","PORTO","42.08374200","-6.95454500","2005-01-22","4320","4560","4","Provocados por pastores y ganaderos para regenerar el pasto","9","0","0","0","0"
"2005390016","180.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 9","VILLACARRIEDO","43.22412600","-3.83186300","2005-01-10","0","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","8","1","0","661","0"
"2004490439","180.0000","0","0","CASTILLA Y LEON","ZAMORA","PUEBLA DE SANABRIA","PUEBLA DE SANABRIA","42.04195900","-6.63480300","2004-08-15","440","500","4","Sin datos","18","7","5","0","0"
"2003240249","180.0000","0","0","CASTILLA Y LEON","LEON","LA VECILLA-LA ROBLA","POLA DE GORDON LA","42.87603900","-5.69006300","2003-08-06","0","0","4","Sin datos","27","1","1","0","8961"
"2003100724","180.0000","0","0","EXTREMADURA","CACERES","HURDES","NUÑOMORAL","40.40944300","-6.22550500","2003-09-24","310","3130","4","Provocados por cazadores para facilitar la caza","136","1","7","0","480116"
"2002390154","180.0000","0","0","CANTABRIA","CANTABRIA","COMARCA 3","TUDANCA","43.15603000","-4.36031800","2002-01-29","2460","2550","4","Sin datos","24","0","1","360","113903"
"2002330279","180.0000","0","0","ASTURIAS","ASTURIAS","EO-NAVIA","VALDÉS","43.49673100","-6.46714100","2002-01-28","990","1830","4","Provocados por pastores y ganaderos para regenerar el pasto","28","2","4","124","16267"
"2002310020","180.0000","0","0","NAVARRA","NAVARRA","ZONA 1","BAZTAN","43.16029400","-1.50509400","2002-02-02","0","0","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","13","2","0","0","651000"
"2002100527","180.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","TEJEDA DE TIÉTAR","39.99486600","-5.86879700","2002-07-30","0","0","5","CAUSA DESCONOCIDA","27","1","5","0","0"
"2002060410","180.0000","0","0","EXTREMADURA","BADAJOZ","LA SERENA","PERALEDA DEL ZAUCEJO","38.47814500","-5.57533700","2002-07-25","930","1110","4","Sin datos","116","6","6","0","20400"
"2001240291","180.0000","0","0","CASTILLA Y LEON","LEON","ASTORGA","VILLAGATON","42.63701600","-6.17648400","2001-08-12","452","493","4","Provocados por pastores y ganaderos para regenerar el pasto","77","6","2","10326","14322"
"2005210238","179.9700","0","0","ANDALUCIA","HUELVA","HUELVA","MOGUER","37.21317900","-6.83896400","2005-08-24","380","575","4","Sin datos","119","14","15","0","0"
"2006152169","178.6300","0","0","GALICIA","A CORUÑA","BARBANZA","BOIRO","42.70012900","-8.92818400","2006-08-10","2040","4325","4","Sin datos","120","8","2","0","889103"
"2008050066","178.4000","0","0","CASTILLA Y LEON","AVILA","EL BARCO DE AVILA","NAVALPERAL DE TORMES","40.39001400","-5.29678000","2008-03-21","780","990","4","Provocados por pastores y ganaderos para regenerar el pasto","41","1","2","0","0"
"2005030124","177.8000","0","0","C. VALENCIANA","ALICANTE","L ALACANTI","LA TORRE DE LES MAÇANES","38.60648700","-0.41053700","2005-08-17","710","2150","4","Sin datos","210","22","15","0","208156"
"2009100704","177.3700","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","ARROYOMOLINOS DE LA VERA","40.07017800","-5.86379700","2009-09-12","2665","3030","5","CAUSA DESCONOCIDA","115","9","9","0","0"
"2001490139","177.3000","0","0","CASTILLA Y LEON","ZAMORA","ALCAÑICES","MUELAS DEL PAN","41.54950700","-5.99401200","2001-08-07","0","0","4","Sin datos","65","4","7","0","0"
"2002390215","177.2900","0","0","CANTABRIA","CANTABRIA","COMARCA 13","SAN VICENTE DE LA BARQUERA","43.36959100","-4.39240900","2002-02-02","720","780","4","Provocados por pastores y ganaderos para regenerar el pasto","9","1","0","450","206860"
"2008240447","177.2500","0","0","CASTILLA Y LEON","LEON","BEMBIBRE","CASTROPODAME","42.58538500","-6.46506300","2008-08-13","411","1714","2","QUEMA PARA REG. PASTOS (OTRAS QUEMAS PARA PASTOS)","103","6","8","0","0"
"2002140036","177.1500","0","0","ANDALUCIA","CORDOBA","VALLE DE LOS PEDROCHES","HINOJOSA DEL DUQUE","38.42402800","-5.29736600","2002-06-24","0","0","3","MOTORES Y MÁQUINAS (SIN ESPECIFICAR)","31","3","5","0","0"
"2005160242","177.0000","0","0","CASTILLA-MANCHA","CUENCA","MANCHA ALTA","TORREJONCILLO DEL REY","40.05302200","-2.56197300","2005-07-21","350","1820","3","MOTORES Y MÁQUINAS (OTROS)","61","13","6","31170","12304"
"2004370047","177.0000","0","0","CASTILLA Y LEON","SALAMANCA","VITIGUDINO","VILLARINO DE LOS AIRES","41.22594700","-6.43758900","2004-06-15","690","1470","4","Sin datos","36","3","1","0","0"
"2008270049","176.0000","0","0","GALICIA","LUGO","TERRA DE LEMOS","QUIROGA","42.56958900","-7.09494300","2008-02-18","1053","1078","4","Provocados por pirómanos","54","4","4","0","134853"
"2002322294","176.0000","0","0","GALICIA","OURENSE","A LIMIA","OS BLANCOS","41.97215200","-7.77411500","2002-07-31","740","1400","4","Sin datos","46","0","10","0","135125"
"2002240085","176.0000","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","CORULLON","42.57630200","-6.85434800","2002-03-23","1350","1350","2","QUEMA PARA REG. PASTOS (SIN ESPECIFICAR)","2","0","0","0","0"
"2005430122","175.5700","0","1","CATALUÑA","TARRAGONA","PRIORAT","MARGALEF","41.30694500","0.76415700","2005-05-26","1875","2775","2","QUEMA AGRÍCOLA (SIN ESPECIFICAR)","220","47","9","0","0"
"2003190155","175.5300","0","0","CASTILLA-MANCHA","GUADALAJARA","SIERRA","EL CARDOSO DE LA SIERRA","41.19686000","-3.44220100","2003-08-05","2438","4348","1","RAYO","174","5","13","36460","14983"
"2009440083","175.5000","0","0","ARAGON","TERUEL","MATARRAÑA/MATARRANYA","VALDELTORMO","40.95730000","0.08290400","2009-07-22","4790","17765","1","RAYO","221","9","6","50646","1401913"
"2005210228","175.3600","0","0","ANDALUCIA","HUELVA","SIERRA DE HUELVA","CUMBRES MAYORES","38.06344900","-6.61466300","2005-08-15","255","390","2","ESCAPE DE VERTEDERO","82","10","10","0","0"
"2005322872","175.0000","0","0","GALICIA","OURENSE","VERIN-VIANA","VIANA DO BOLO","42.15570300","-7.07834800","2005-08-16","1030","1085","4","Provocados por campesinos para eliminar matorral y residuos agrícolas","17","1","5","0","0"
"2003331774","175.0000","0","0","ASTURIAS","ASTURIAS","NARCEA","TINEO","43.33933400","-6.48244900","2003-09-17","5760","6600","6","INCENDIO REPRODUCIDO","31","2","3","0","3243"
"2002490214","175.0000","0","0","CASTILLA Y LEON","ZAMORA","PUEBLA DE SANABRIA","PEDRALBA DE LA PRADERIA","41.98348400","-6.68665000","2002-05-20","540","570","4","Sin datos","8","0","1","1118","0"
"2001100638","175.0000","0","0","EXTREMADURA","CACERES","AMBROZ-JERTE Y TIETAR","CABEZUELA DEL VALLE","40.17928000","-5.75658400","2001-08-27","580","1930","5","CAUSA DESCONOCIDA","42","5","6","0","0"
"2001460170","174.9000","0","0","C. VALENCIANA","VALENCIA","LA FOIA DE BUNYOL","CHIVA","39.47662900","-0.79100400","2001-08-29","705","2770","4","Sin datos","182","10","4","0","10197"
"2007240332","174.4000","0","0","CASTILLA Y LEON","LEON","CANALES-LA MAGDALENA","MURIAS DE PAREDES","42.80790400","-6.20609800","2007-11-17","0","0","4","Provocados por cazadores para facilitar la caza","20","1","1","0","0"
"2010240021","174.3700","0","0","CASTILLA Y LEON","LEON","VILLAFRANCA","BALBOA","42.73346800","-6.89654400","2010-03-17","0","0","2","QUEMA PARA REG. PASTOS (QUEMAS DE MATORRAL)","0","0","0","0","0"
"2010320911","174.2700","0","0","GALICIA","OURENSE","VALDEORRAS-TRIVES","MANZANEDA","42.26014200","-7.20272000","2010-08-25","1890","2351","4","Provocados por pastores y ganaderos para regenerar el pasto","132","10","20","0","0"
"2003370124","174.1700","0","0","CASTILLA Y LEON","SALAMANCA","VITIGUDINO","VILLARINO DE LOS AIRES","41.22594700","-6.43758900","2003-08-10","242","1177","1","RAYO","91","7","3","0","59912"
"2006361770","173.3100","0","0","GALICIA","PONTEVEDRA","CALDAS-O SALNES","VALGA","42.66947200","-8.64901600","2006-08-10","1005","2295","4","Otras motivaciones","62","3","4","32406","348109"
